ACO_ID,ACO_Name,ACO_State,Agree_Type,Agreement_Period_Num,Initial_Start_Date,Current_Start_Date,Current_Track_1,Current_Track_2,Current_Track_3,Current_Track_1_Plus,Current_BASIC_A,Current_BASIC_B,Current_BASIC_C,Current_BASIC_D,Current_BASIC_E,Current_ENHANCED,Risk_Model,Assign_Type,Adv_Pay,AIM,SNF_Waiver,N_AB,Sav_Rate,MinSavPerc,BnchmkMinExp,GenSaveLoss,DisAdj,EarnSaveLoss,DisAffQual,Met_QPS,Report_WI,Report_eCQM,Report_CQM,Report_Inc,QualScore,Recvd30p,PosRegAdj,UpdatedBnchmk,HistBnchmk,ABtotBnchmk,ABtotExp,Adv_Pay_Amt,Adv_Pay_Recoup,MaxShareRate,FinalShareRate,RevLossLimit,Rev_Exp_Cat,Per_Capita_Exp_ALL_ESRD_BY1,Per_Capita_Exp_ALL_DIS_BY1,Per_Capita_Exp_ALL_AGDU_BY1,Per_Capita_Exp_ALL_AGND_BY1,Per_Capita_Exp_ALL_ESRD_BY2,Per_Capita_Exp_ALL_DIS_BY2,Per_Capita_Exp_ALL_AGDU_BY2,Per_Capita_Exp_ALL_AGND_BY2,Per_Capita_Exp_ALL_ESRD_BY3,Per_Capita_Exp_ALL_DIS_BY3,Per_Capita_Exp_ALL_AGDU_BY3,Per_Capita_Exp_ALL_AGND_BY3,Per_Capita_Exp_ALL_ESRD_PY,Per_Capita_Exp_ALL_DIS_PY,Per_Capita_Exp_ALL_AGDU_PY,Per_Capita_Exp_ALL_AGND_PY,Per_Capita_Exp_TOTAL_PY,CMS_HCC_RiskScore_ESRD_BY1,CMS_HCC_RiskScore_DIS_BY1,CMS_HCC_RiskScore_AGDU_BY1,CMS_HCC_RiskScore_AGND_BY1,CMS_HCC_RiskScore_ESRD_BY2,CMS_HCC_RiskScore_DIS_BY2,CMS_HCC_RiskScore_AGDU_BY2,CMS_HCC_RiskScore_AGND_BY2,CMS_HCC_RiskScore_ESRD_BY3,CMS_HCC_RiskScore_DIS_BY3,CMS_HCC_RiskScore_AGDU_BY3,CMS_HCC_RiskScore_AGND_BY3,CMS_HCC_RiskScore_ESRD_PY,CMS_HCC_RiskScore_DIS_PY,CMS_HCC_RiskScore_AGDU_PY,CMS_HCC_RiskScore_AGND_PY,N_AB_Year_ESRD_BY3,N_AB_Year_DIS_BY3,N_AB_Year_AGED_Dual_BY3,N_AB_Year_AGED_NonDual_BY3,N_AB_Year_PY,N_AB_Year_ESRD_PY,N_AB_Year_DIS_PY,N_AB_Year_AGED_Dual_PY,N_AB_Year_AGED_NonDual_PY,N_Ben_Age_0_64,N_Ben_Age_65_74,N_Ben_Age_75_84,N_Ben_Age_85plus,N_Ben_Female,N_Ben_Male,N_Ben_Race_White,N_Ben_Race_Black,N_Ben_Race_Asian,N_Ben_Race_Hisp,N_Ben_Race_Native,N_Ben_Race_Other,CapAnn_INP_All,CapAnn_INP_S_trm,CapAnn_INP_L_trm,CapAnn_INP_Rehab,CapAnn_INP_Psych,CapAnn_HSP,CapAnn_SNF,CapAnn_OPD,CapAnn_PB,CapAnn_AmbPay,CapAnn_HHA,CapAnn_DME,ADM,ADM_S_Trm,ADM_L_Trm,ADM_Rehab,ADM_Psych,P_EDV_Vis,P_EDV_Vis_HOSP,P_CT_VIS,P_MRI_VIS,P_EM_Total,P_EM_PCP_Vis,P_EM_SP_Vis,P_Nurse_Vis,P_FQHC_RHC_Vis,P_SNF_ADM,SNF_LOS,SNF_PayperStay,N_CAH,N_FQHC,N_RHC,N_ETA,N_Hosp,N_Fac_Other,N_PCP,N_Spec,N_NP,N_PA,N_CNS,Perc_Dual,Perc_CovDiag,Perc_CovEpisode,Perc_LTI,CAHPS_1,CAHPS_2,CAHPS_3,CAHPS_4,CAHPS_5,CAHPS_6,CAHPS_7,CAHPS_11,CAHPS_9,CAHPS_8,Measure_479,Measure_MCC1,QualityID_318,QualityID_110,QualityID_226,QualityID_134_WI,QualityID_134_eCQM-CQM,QualityID_113,QualityID_112,QualityID_438,QualityID_370,QualityID_001_WI,QualityID_001_eCQM-CQM,QualityID_236_WI,QualityID_236_eCQM-CQM
A3452,"Crystal Run Healthcare ACO, LLC","NY, PA",Renewal,2,42736,43831,0,0,0,0,0,1,0,0,0,0,One-Sided,Prospective,0,0,0,14175,0.0247,0.0275,4649123,0,,0,1,1,1,0,0,0,0.8003,0,1,13604,13245,188045058,183395935,,,0.4,0.4,0,High Revenue,95480,10230,17032,10615,96291,10417,18841,10876,95433,10878,20865,11881,110855,11652,20897,11654,13268,1.069,1.003,1.195,1.093,1.019,1.029,1.216,1.107,1.072,1.016,1.238,1.12,1.06,1.063,1.216,1.098,81,2226,1546,10826,13823,96,1938,1388,10401,2061,6501,3941,1672,8060,6115,12075,1027,156,300,11,606,3691,3325,36,306,48,240,1391,2408,5279,156,384,271,292,275,1,13,4,634,242,751,275,13206,3286,7721,2143,57,58,37,22429,0,0,0,0,0,0,121,224,53,42,0,0.1754,0.0899,0.025,0.0323,75.53,93.01,89.89,75,56.83,50.31,72.49,15.35,87.89,85.24,0.1643,37.5,64.31,81.52,62.26,36.55,-,77.52,75.85,87.75,7.41,17.07,-,68.22,-
A3539,Orange Accountable Care Organization of South Florida LLC,FL,Renewal,2,42736,43831,0,0,0,0,0,0,0,0,0,1,Two-Sided,Prospective,0,0,1,13664,0.0922,0.02,17840259,17840259,,13112590,1,1,1,0,0,0,0.9887,0,1,14525,14390,193557337,175717078,,,0.75,0.75,0,Low Revenue,99641,12689,17909,11329,108525,12730,18227,11601,102850,13403,19464,11664,90192,12965,18953,11606,13186,1.119,1.179,1.112,1.139,1.096,1.089,1.13,1.138,1.159,1.094,1.146,1.14,1.039,1.216,1.212,1.223,100,1000,2096,10143,13326,89,824,1760,10653,906,6000,4503,2255,8064,5600,10675,1025,105,1224,10,625,3010,2502,91,417,39,545,520,2232,5546,81,946,638,292,263,3,20,5,609,240,758,396,14775,6011,7530,1203,32,39,28,13382,0,0,0,0,0,0,138,41,71,25,0,0.1717,0.0721,0.0211,0.0109,85.08,93.47,93.23,81.54,66.03,64.72,71.06,31.15,91.89,88.02,0.1645,30.49,91.55,83.92,94.74,80.89,-,91.19,83.57,85.23,12.5,10.75,-,84.32,-
A4839,EXCEL HEALTH ACO LLC,TX,Initial,1,43831,43831,0,0,0,0,0,1,0,0,0,0,One-Sided,Prospective,0,0,0,4784,0.002,0.0402,133873,0,,0,1,1,1,0,0,0,0.8454,0,1,14306,14612,66153639,66019766,,,0.4,0.4,0,Low Revenue,97930,12504,17334,11346,95285,12215,19053,11451,99563,14049,17284,11873,101362,13730,19732,12069,14277,1.034,1.107,1.024,1.144,1.08,1.12,1.021,1.151,1.058,1.094,0.997,1.147,1.082,1.198,0.993,1.124,102,781,531,4285,4624,66,604,432,3522,670,2103,1470,541,2698,2086,3752,668,39,213,5,107,4253,3436,165,612,97,442,774,2707,5006,288,1146,385,366,322,7,30,7,733,259,738,256,12804,5357,5078,1752,616,61,28,13247,0,5,3,0,0,0,61,33,72,16,0,0.1713,0.1212,0.0309,0.0176,89.48,93.89,92.2,85.71,62.13,59.28,67.06,32.3,90.92,83.57,0.1573,36.74,79.35,76.79,84.44,74.91,-,58.16,56.42,77.3,36.84,17.86,-,73.63,-
A3317,"McLaren High Performance Network, LLC","MI, OH",Renewal,2,42736,43831,0,0,0,0,0,1,0,0,0,0,One-Sided,Retrospective,0,0,0,30004,0.0406,0.024,13676387,13676387,,5361144,1,1,1,0,0,0,0.8699,0,1,11634,11696,336999598,323323211,,,0.4,0.4,0,High Revenue,85407,10318,17397,10097,91924,10618,17803,10102,94139,10989,18592,10227,81600,10696,16427,9973,11162,1.06,1.028,1.117,1.073,1.062,1.031,1.081,1.059,1.051,1.067,1.076,1.061,1.02,1.044,1.046,1.07,330,8440,3775,38103,28966,222,4635,2352,21756,5727,13544,7552,3181,17125,12879,26715,1803,256,161,61,1008,3109,2765,98,197,82,296,656,3085,3411,129,418,320,309,288,3,10,9,675,238,843,217,9672,3630,4354,1637,50,60,23,12094,4,0,37,0,14,26,663,1159,495,267,3,0.1709,0.0743,0.0256,0.0252,85.22,93.91,91.49,83.14,58.38,61.5,68.86,23.62,92.18,84.7,0.1579,36.9,90.88,70.98,81.48,76.15,-,71.32,70.97,86.89,13.16,14.29,-,78.68,-
A3073,AccoCare,SD,Renewal,2,42370,43647,0,0,0,0,0,1,0,0,0,0,One-Sided,Retrospective,0,0,0,5158,0.0033,0.0385,168815,0,,0,1,1,1,0,0,0,0.9727,0,1,10281,9891,51589001,51420186,,,0.4,0.4,0,High Revenue,79577,8409,12465,8045,77908,8054,11741,8368,86592,9360,13747,8901,70707,10583,12804,9528,10247,0.98,0.865,0.895,0.92,0.918,0.875,0.879,0.897,0.96,0.871,0.88,0.908,0.968,0.889,0.81,0.855,36,755,634,4639,5018,23,573,494,3929,736,2620,1203,599,2816,2342,4709,12,13,20,289,115,2679,2505,44,96,33,193,915,3739,2365,150,185,389,230,220,1,6,2,520,101,546,173,9011,3287,2130,1379,2215,53,25,17722,0,22,0,0,1,0,34,44,57,38,0,0.1706,0.0766,0.0155,0.0359,88.78,94.59,93.09,83.4,63.85,69.34,73.29,21.91,92.89,86.77,0.1336,37.14,93.65,82.25,88.89,86.64,-,74.91,76.95,77.21,15.94,9.13,-,70.46,-
A4566,"Saint Francis Health Plans, LLC",MO,Initial,1,43647,43647,0,0,0,0,0,1,0,0,0,0,One-Sided,Retrospective,0,0,0,15704,0.0421,0.0267,6403067,6403067,,2510002,1,1,1,0,0,0,0.8974,0,1,9986,9694,152038433,145635366,,,0.4,0.4,0,High Revenue,84462,8147,15772,7643,71454,8260,15458,7924,66715,8965,16883,8253,80694,8800,16420,8370,9565,1.056,0.891,1.014,0.929,1.037,0.926,1.054,0.976,0.975,0.908,1.076,0.981,1.013,0.911,1.07,0.98,119,3556,1923,13129,15226,101,2338,1230,11557,2786,6766,4504,1648,9109,6595,15080,415,26,12,12,159,2530,2182,66,268,43,194,654,3150,2472,172,333,361,245,225,2,12,5,656,174,716,232,8999,678,2774,1214,4333,47,35,14408,0,0,13,0,1,3,124,242,153,20,4,0.1701,0.0829,0.0197,0.0327,87.94,96.15,95.03,82.15,52.21,56.7,66.38,31.6,93.4,86.54,0.144,31.8,98.19,69.89,80.72,92.91,-,40.14,55.76,79.52,0,14.62,-,61.35,-
A1095,Beaumont ACO,MI,Renewal,3,41091,43647,0,0,0,0,0,0,0,0,0,1,Two-Sided,Retrospective,0,0,1,27465,0.0361,0.015,10724295,10724295,,7882357,1,1,1,0,0,0,0.8764,0,1,11165,11551,297246289,286521994,,,0.75,0.75,0,Low Revenue,80999,10824,16033,10613,81705,10705,15972,10560,89589,10380,14518,10238,74560,10161,12596,9952,10762,1.044,1.067,1.047,1.159,1.061,1.078,1.068,1.155,1.069,1.025,1.003,1.105,0.973,0.987,0.938,1.035,222,5697,2441,21405,26624,224,4143,2359,19898,5227,12742,6565,2931,16771,10694,21753,3660,610,157,25,1260,3118,2741,63,288,59,129,423,2486,3925,94,485,284,325,303,2,15,6,634,272,751,243,10574,4778,4889,898,8,42,21,10338,0,0,0,0,0,0,466,243,110,50,0,0.1694,0.0744,0.0241,0.0046,84.15,92.65,91.22,81.21,66.51,58.75,71.53,33.53,92.03,82.59,0.1666,41.39,96.77,82.3,100,85.94,-,65.2,72.58,85.89,29.09,9.52,-,79.84,-
A1066,Essentia Health,"MN, WI, ND",Renewal,3,41091,43647,0,0,0,0,0,0,0,0,0,1,Two-Sided,Prospective,0,0,1,28910,0.0397,0.01,13817854,13817854,,10156123,1,1,1,0,0,0,0.9868,0,1,12344,11670,347855102,334037248,,,0.75,0.75,0,High Revenue,81429,9708,14623,9566,82210,10115,15118,9728,90074,11035,16103,10082,91684,11151,18786,10845,11854,1.06,0.967,1.027,1.022,1.074,1.032,1.094,1.066,1.053,1.043,1.119,1.069,1.112,1.062,1.16,1.094,194,5934,1727,18920,28180,185,4505,1526,21964,4750,12072,8177,3911,15792,13118,27582,127,56,43,463,639,3249,3070,21,111,70,368,810,4909,2174,129,271,317,248,237,0,5,5,769,121,749,240,8555,2072,2407,2394,1681,56,24,15088,19,0,22,0,15,29,736,1625,657,351,15,0.1691,0.0685,0.0174,0.0296,83.4,91.98,91.46,81.02,66.04,54.59,73.1,15.44,94.28,84.27,0.146,32.17,95.29,80.47,96.77,94.19,-,85.74,83.89,87.46,26.63,9.23,-,82.36,-
A3320,Texas Panhandle Clinical Partners ACO LLC,"TX, NM",Renewal,2,42736,43831,0,0,0,0,0,1,0,0,0,0,One-Sided,Retrospective,0,0,0,13908,0.0071,0.0277,1169446,0,,0,1,1,1,0,0,0,0.9449,0,1,12253,12503,164729610,163560165,,,0.4,0.4,0,High Revenue,73575,9994,14574,10069,74213,10162,15016,10480,77298,10801,15160,10999,81431,10424,14649,11127,12166,0.971,0.943,0.82,0.954,0.959,0.949,0.849,0.961,0.938,0.925,0.843,0.942,0.932,0.908,0.837,0.952,267,2584,2020,13078,13444,147,1584,1338,10374,2094,6302,3799,1713,7923,5985,11842,365,82,1196,52,371,3109,2571,117,397,53,273,932,3397,3648,264,712,317,289,259,4,19,6,790,176,797,209,11068,1895,4305,1256,3613,52,22,18263,16,5,30,0,11,52,253,515,252,61,1,0.1682,0.1175,0.031,0.0294,82.47,93.21,91.39,78.97,54.84,62.27,67.27,27.14,91.71,83.11,0.1489,36.71,99.48,95.1,100,97.89,-,83.8,72.84,94.44,12.5,12.38,-,91.3,-
A4711,Crozer ACO,"PA, DE",Initial,1,43647,43647,0,0,0,0,0,0,0,0,1,0,Two-Sided,Retrospective,0,0,1,10134,0.0502,0.02,5902157,5902157,,2892057,1,1,1,0,0,0,0.9121,0,1,11901,12303,117483398,111581241,,,0.5,0.5,1,High Revenue,80714,9991,13585,8222,92884,10523,16111,10206,115593,11494,16773,11792,55998,10683,15367,10913,11303,1.172,0.99,1.015,0.967,1.051,0.99,1.059,0.981,1.11,0.987,1.052,1.085,0.832,1.002,1.028,1.013,40,1881,871,8452,9872,17,1395,768,7692,1656,5135,2294,1049,6009,4125,8367,1256,153,41,4,313,2822,2359,29,326,133,416,585,2168,4182,79,613,347,246,222,1,14,9,562,187,635,283,9777,3561,5242,972,3,47,22,12662,0,0,0,0,2,2,205,311,109,87,0,0.168,0.0626,0.0183,0.0122,81.35,95.75,93.56,76.06,64.13,59.54,71.6,23.22,86.54,86.95,0.1437,34.98,93.21,62.55,83.33,91.39,-,61.6,80.71,90.48,14.81,22.58,-,76.8,-
A4824,Dignity Health Care Network LLC,CA,Initial,1,43831,43831,0,0,0,0,0,1,0,0,0,0,One-Sided,Prospective,0,0,0,68071,0.0338,0.02,28359743,28359743,,11117019,1,1,1,0,0,0,0.9059,0,1,12606,12190,838816839,810457095,,,0.4,0.4,0,Low Revenue,94396,10302,14325,9963,95792,10864,14368,10250,99137,12075,16270,10695,94677,12553,16383,10801,12180,1.025,0.995,0.984,0.975,0.994,0.971,0.984,0.969,0.996,0.984,0.975,0.953,0.999,0.997,0.968,0.962,540,6657,6722,51831,66540,511,5720,6960,53350,6219,32140,21029,8683,38871,29200,57029,2007,2551,2716,202,3566,3232,2998,42,180,47,496,966,2592,4217,110,737,288,212,202,1,6,3,571,170,632,253,10071,3886,4792,1289,104,48,27,20567,0,0,0,0,0,0,585,917,217,349,0,0.1657,0.0449,0.0142,0.011,80.12,93.59,91.09,73.12,58.18,59.56,70.52,24.58,89.13,81.78,0.1539,31.33,85.48,78.54,79.17,56.23,-,70.75,71.32,79.05,11.9,12.3,-,73.1,-
A2424,Louisiana Physicians 2014 ACO,LA,Renewal,3,41640,43831,0,0,0,0,0,0,0,0,1,0,Two-Sided,Retrospective,0,0,0,5657,0.1396,0.037,8540839,8540839,,4185011,1,1,1,0,0,0,0.9999,0,1,11126,11007,61185141,52644302,,,0.5,0.5,1,Low Revenue,70896,9216,13495,8814,70436,9483,13641,8884,70948,8785,12596,8846,73125,8216,12375,8635,9573,0.932,1.003,0.852,1.035,0.952,1.002,0.881,1.047,0.94,1.008,0.881,1.031,1.021,1.058,0.95,1.176,94,1402,726,4855,5499,57,822,489,4131,991,2506,1604,556,3190,2467,4412,1058,24,29,15,119,2413,1879,109,367,66,246,335,2608,3043,99,578,355,258,227,5,19,7,789,179,676,222,9947,4004,4524,1365,54,20,36,13538,0,0,0,0,0,0,49,159,52,22,0,0.1656,0.1036,0.0242,0.0085,88.75,95.08,95.64,84.72,65.53,65.81,71.33,25.82,95.56,89.9,0.1561,30.79,84.16,87.64,91.18,83.95,-,76.92,81.5,91.61,26.83,13.48,-,80.97,-
A3647,CCMH-MRHC ACO,OK,Initial,1,43101,43101,1,0,0,0,0,0,0,0,0,0,One-Sided,Retrospective,0,0,0,5948,0.0686,0.0362,4264993,4264993,,2089847,1,1,1,0,0,0,0.7894,0,,10799,10099,62157243,57892250,,,0.5,0.5,0,High Revenue,65867,9584,13804,8285,73757,10035,13374,8691,73473,9464,15228,9127,77629,10040,13333,9000,10058,0.976,0.998,1.003,1.098,1,1.004,0.957,1.072,0.985,1.009,0.987,1.061,0.859,0.951,0.943,1.027,64,1532,609,5690,5756,45,1012,456,4243,1226,2621,1575,526,3410,2538,4770,692,94,101,143,148,3052,2343,159,504,83,165,523,2866,2352,142,916,328,323,285,4,26,8,790,237,524,217,8484,1382,3072,1121,2909,41,23,12193,0,16,2,0,2,8,82,215,64,20,1,0.1647,0.0678,0.0234,0.015,83.64,93.44,91.34,83.03,58.97,62.16,68.12,20.07,90.61,82.79,0.1724,34.62,90.1,70.24,47.52,71.89,-,63.71,65.71,78.29,45.57,22.51,-,61,-
A2684,"Coastal Plains Network, LLC",NC,Renewal,2,42005,43101,1,0,0,0,0,0,0,0,0,0,One-Sided,Retrospective,0,0,0,35955,0.026,0.0234,8995965,8995965,,4408023,1,1,1,0,0,0,0.9098,0,1,9909,9785,346002157,337006192,,,0.5,0.5,0,Low Revenue,80685,8208,11482,7819,77347,8478,11793,7928,75542,8676,12215,8072,70483,9458,12984,8604,9651,0.961,0.918,0.905,0.957,0.998,0.927,0.899,0.959,0.997,0.973,0.948,0.971,0.987,0.96,0.972,0.991,456,8378,4810,23047,34918,322,5224,2788,26584,6323,16061,9767,3804,19956,15999,23946,11145,80,93,80,611,2677,2400,78,167,65,208,438,2636,3086,174,423,324,258,241,2,8,7,688,170,835,196,9070,2509,3636,1742,1183,34,27,12630,1,23,3,0,2,2,565,1021,396,291,0,0.164,0.0635,0.0171,0.009,81.47,93.37,90.98,76.67,65.06,59.27,70.3,25.76,91.62,88.65,0.1613,31.14,90.11,80.26,85.37,75.4,-,67.71,79.09,81.74,37.04,13.85,-,62.55,-
A4592,Vytalize Health ACO,"NY, NJ, TX, WI, LA, OK, FL, MS",Initial,1,43647,43647,0,0,0,0,0,1,0,0,0,0,One-Sided,Retrospective,0,0,0,30877,0.0288,0.0239,12351984,12351984,,4841978,1,1,1,0,0,0,0.9042,0,1,14288,13283,429421971,417069987,,,0.4,0.4,0,Low Revenue,96216,10924,16727,10672,97336,11591,16055,11414,99966,12521,16793,11553,108577,13872,18918,12153,13877,1.048,0.968,0.999,1.037,1.021,0.943,0.988,1.021,1.024,0.959,0.995,1.002,1.046,1.022,1.049,1.019,320,3698,4003,22960,30054,248,2962,3374,23471,3880,14219,8886,3892,17462,13415,25271,2333,927,758,96,1492,3544,3138,76,281,69,374,1153,2325,5539,154,981,262,284,264,3,12,5,582,214,733,351,14598,6656,6045,1835,61,55,31,19578,0,3,0,0,0,0,254,54,278,70,1,0.1639,0.0934,0.0217,0.0105,89.38,94.47,93.33,80.5,58.1,59.7,69.01,22.57,91.74,84.37,0.1554,35.11,83.39,82.89,90.48,53.79,-,72.55,68.39,98.02,0,13.57,-,77.42,-
A2033,ACMG,"FL, SC",Renewal,3,41640,43831,0,0,0,0,0,0,0,0,0,1,Two-Sided,Prospective,0,0,0,7297,0.0343,0,3191607,3191607,,2345831,1,1,1,0,0,0,0.9434,0,1,13078,13390,92919120,89727513,,,0.75,0.75,0,Low Revenue,82330,9763,13601,10940,95834,10922,15579,10751,107164,13153,15976,11181,103093,12218,16729,11447,12628,1.036,1.06,0.965,1.165,0.994,1.099,1,1.191,1.1,1.093,0.982,1.188,1.079,1.078,1.012,1.214,65,738,1090,5913,7105,40,567,808,5690,605,3177,2270,1245,4582,2715,5595,964,47,459,1,231,3091,2542,80,447,47,471,701,2028,5141,100,881,436,305,271,4,23,7,608,243,775,312,13390,5720,6045,1527,98,53,27,13202,0,0,1,0,0,0,116,13,71,26,0,0.1634,0.0747,0.024,0.0119,84.44,93.12,91.37,75.45,63.9,59.28,72.56,26.96,88.01,86.29,0.1557,29.06,85.64,72.37,83.67,75.1,-,76.52,76.74,74.21,13.04,14.33,-,75.11,-
A4924,"Peninsula Regional Clinically Integrated Network, LLC","MD, DE, VA",Re-entering,2,43831,43831,0,0,0,0,0,1,0,0,0,0,One-Sided,Prospective,0,0,0,8872,0.0401,0.0311,4415405,4415405,,1730839,1,1,1,0,0,0,0.9315,0,1,12711,12885,110178190,105762786,,,0.4,0.4,0,Low Revenue,99506,13546,17949,10883,99738,13925,17464,10771,89190,12587,16684,11872,116491,13643,17888,10796,12202,1.12,1.059,0.951,0.969,1.086,1.07,0.916,0.983,1.065,1.051,0.94,0.985,1.048,1.016,0.921,1.003,42,1193,641,6841,8668,35,1138,735,6760,1206,4081,2671,914,5435,3437,6652,1875,88,26,2,229,3825,3374,42,422,25,263,581,2952,3726,128,612,292,238,211,1,23,2,686,184,849,283,11488,2955,4218,2833,1482,48,28,13502,0,12,0,0,0,0,37,21,41,18,0,0.1633,0.0777,0.0212,0.0174,84.48,92.93,92.28,79.31,66.08,63.33,72.28,25.71,93.12,83.48,0.1533,33.16,95.72,82.66,75.86,93.2,-,74.7,83.6,89.07,20,14.45,-,71.97,-
A2580,"Innovative Health Alliance of New York, LLC",NY,Renewal,2,42005,43101,1,0,0,0,0,0,0,0,0,0,One-Sided,Retrospective,0,0,0,18818,0.0239,0.0255,4768359,0,,0,1,1,1,0,0,0,0.9277,0,1,10859,9949,199203267,194434908,,,0.5,0.5,0,High Revenue,66949,8873,11784,8105,75114,9310,12493,8478,71640,9617,11992,8721,71686,10422,12928,9678,10599,0.971,0.969,0.964,1.029,0.989,0.971,0.972,1.038,0.975,0.966,1.046,1.023,0.998,0.955,0.978,1.05,236,3989,1557,15741,18345,180,2713,1139,14313,3271,8530,4897,2120,10394,8424,16838,823,183,115,13,846,2827,2561,4,206,56,104,438,2778,3877,129,290,269,279,261,0,12,6,620,206,789,284,10371,3103,5011,2246,10,32,26,12074,0,0,0,0,4,8,435,699,357,379,0,0.1629,0.0506,0.0181,0.005,83.35,94.26,92.61,74.06,63.72,58.26,73.47,17.61,90.57,82.8,0.1582,35.16,97.06,85.2,90.24,78.83,-,81.27,82.62,85.88,4.84,11.75,-,81.31,-
A4597,Achiever Health Care Consultation and Management LLC,CA,Re-entering,2,43647,43647,0,0,0,0,0,0,1,0,0,0,Two-Sided,Prospective,0,0,0,10009,0.0658,0.02,8130026,8130026,,3983713,1,1,1,0,0,0,0.8772,0,1,12637,11641,123580575,115450549,,,0.5,0.5,1,Low Revenue,93323,10309,12824,9414,88224,10543,14882,10547,106882,11106,14383,10108,88922,10558,17167,10516,11806,1.006,0.952,0.897,1.009,1.084,0.965,1.014,1.007,1.089,0.929,1.032,0.996,1.038,0.939,0.991,0.996,57,996,1145,7203,9779,65,729,1121,7864,793,5052,2969,1195,5902,4107,9074,120,168,270,30,347,3253,3040,7,212,11,466,962,2635,3859,74,602,277,228,220,1,6,1,559,183,618,240,12705,6811,3957,1281,656,57,26,18571,0,2,0,0,0,0,50,20,26,3,0,0.1615,0.0582,0.0171,0.0193,79.74,91,89.12,71.04,58.81,59.54,73.83,23.32,91.22,81.7,0.1523,34.3,94.31,81.38,97.14,45.94,-,89.64,85.81,40.81,8.33,43.1,-,47.99,-
A2311,JFK Health ACO,NJ,Renewal,3,41640,43831,0,0,0,0,0,1,0,0,0,0,One-Sided,Prospective,0,0,0,12268,0.0198,0.0286,3113361,0,,0,1,1,1,0,0,0,0.8885,0,1,13231,13526,157322365,154209003,,,0.4,0.4,0,High Revenue,92477,11416,12303,11620,107175,11791,14099,11558,97661,10833,14305,12026,111250,11969,14332,11826,12969,1.056,1.02,0.961,1.105,1.034,1.008,0.936,1.115,1.063,0.976,0.949,1.107,1.03,0.998,0.869,1.05,121,1250,1581,10163,11891,98,880,1494,9420,981,5212,4066,2009,6982,5286,8614,872,1485,187,17,1093,3598,3171,49,380,46,255,1334,2466,5053,110,380,235,289,269,2,16,2,506,239,656,275,12778,4800,6549,1425,4,80,28,17180,0,0,0,0,1,1,93,215,81,20,0,0.1601,0.0827,0.0264,0.0324,86.52,95.13,94.2,83.62,57.31,58.83,72.72,19.91,92.98,86.37,0.1638,35.3,79.64,81.92,90.91,60.89,-,65.64,72.06,89.56,20,9.43,-,80.38,-
A2762,LHP Accountable Care,LA,Renewal,2,42370,43647,0,0,0,0,0,1,0,0,0,0,One-Sided,Retrospective,0,0,0,8286,0.0115,0.0317,915853,0,,0,1,1,1,0,0,0,0.8378,0,1,9901,10384,79522361,78606508,,,0.4,0.4,0,High Revenue,68314,9089,10879,8284,72834,8861,11377,7921,73050,9855,11868,8145,74699,8352,13020,8937,9787,0.973,0.95,0.885,0.99,0.951,0.938,0.9,1.013,0.972,0.924,0.901,0.991,0.918,0.841,0.895,0.957,139,1548,873,5242,8031,74,1055,624,6277,1394,4018,2079,795,4838,3448,5395,2405,79,66,3,338,2488,2019,119,308,63,120,248,2991,3203,61,566,281,236,209,4,15,8,584,173,674,267,9458,2175,5478,922,884,20,32,12541,0,29,0,0,2,4,205,332,163,29,0,0.1587,0.0607,0.0135,0.007,83.43,95.36,92.87,82.13,62.15,58.88,73.62,25.8,92.44,86.6,0.1506,31.02,85.08,56.15,35.29,81.02,-,44.58,66.07,87.29,0,11.88,-,69.1,-
A3195,Cayuga Health Partners,NY,Renewal,2,42370,43647,0,0,0,0,0,1,0,0,0,0,One-Sided,Prospective,0,0,0,6367,0.0347,0.0353,2194249,0,,0,1,1,1,0,0,0,0.8535,0,1,10183,9622,63312502,61118253,,,0.4,0.4,0,High Revenue,61679,7239,11809,7431,52760,8782,12742,8211,83615,8588,12415,8955,67883,9891,14252,9000,9830,0.981,0.853,0.929,0.958,0.918,0.875,0.904,0.961,0.908,0.94,0.91,0.964,0.95,0.964,0.906,0.973,32,848,472,4402,6217,33,710,489,4985,759,2719,1878,1011,3605,2762,5808,135,56,20,2,346,2540,2300,23,208,25,181,867,3165,2606,145,329,286,226,214,1,9,2,624,171,681,196,9542,3189,3780,2555,18,57,28,15326,2,0,0,0,2,4,139,319,137,100,0,0.1572,0.0573,0.0159,0.0221,82.75,92.99,91.02,77.77,66.64,60.88,69.04,20.07,89.14,85.47,0.1467,33.56,90,83.67,92.59,56.85,-,80.32,79.18,77.69,11.59,9.92,-,70.16,-
